species_id,species,superclass,class,order,family,subfamily,genus,epithet,author,common_name_br,category_iucn,endemic_br
bir_1,Rhea americana,Tetrapoda,Aves,Rheiformes,Rheidae,NA,Rhea,americana,"(Linnaeus, 1758)",ema,BR,NA
bir_2,Tinamus tao,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Tinamus,tao,"Temminck, 1815",azulona,BR,NA
bir_3,Tinamus solitarius,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Tinamus,solitarius,"(Vieillot, 1819)",macuco,BR,NA
bir_4,Tinamus major,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Tinamus,major,"(Gmelin, 1789)",inhambu-serra,BR,NA
bir_5,Tinamus guttatus,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Tinamus,guttatus,"Pelzeln, 1863",inhambu-galinha,BR,NA
bir_6,Crypturellus cinereus,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,cinereus,"(Gmelin, 1789)",inhambu-pixuna,BR,NA
bir_7,Crypturellus soui,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,soui,"(Hermann, 1783)",tururim,BR,NA
bir_8,Crypturellus obsoletus,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,obsoletus,"(Temminck, 1815)",inhambuguaçu,BR,NA
bir_9,Crypturellus undulatus,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,undulatus,"(Temminck, 1815)",jaó,BR,NA
bir_10,Crypturellus strigulosus,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,strigulosus,"(Temminck, 1815)",inhambu-relógio,BR,NA
bir_11,Crypturellus duidae,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,duidae,"Zimmer, 1938",inhambu-de-pé-cinza,BR#,NA
bir_12,Crypturellus erythropus,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,erythropus,"(Pelzeln, 1863)",inhambu-de-perna-vermelha,BR,NA
bir_13,Crypturellus zabele,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,zabele,"(Spix, 1825)",zabelê,"BR, En",NA
bir_14,Crypturellus noctivagus,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,noctivagus,"(Wied, 1820)",jaó-do-sul,"BR, En",NA
bir_15,Crypturellus atrocapillus,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,atrocapillus,"(Tschudi, 1844)",inhambu-de-coroa-preta,BR,NA
bir_16,Crypturellus variegatus,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,variegatus,"(Gmelin, 1789)",inhambu-anhangá,BR,NA
bir_17,Crypturellus brevirostris,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,brevirostris,"(Pelzeln, 1863)",inhambu-carijó,BR,NA
bir_18,Crypturellus bartletti,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,bartletti,"(Sclater & Salvin, 1873)",inhambu-anhangaí,BR,NA
bir_19,Crypturellus parvirostris,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,parvirostris,"(Wagler, 1827)",inhambu-chororó,BR,NA
bir_20,Crypturellus tataupa,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Crypturellus,tataupa,"(Temminck, 1815)",inhambu-chintã,BR,NA
bir_21,Rhynchotus rufescens,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Rhynchotus,rufescens,"(Temminck, 1815)",perdiz,BR,NA
bir_22,Nothura boraquira,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Nothura,boraquira,"(Spix, 1825)",codorna-do-nordeste,BR,NA
bir_23,Nothura minor,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Nothura,minor,"(Spix, 1825)",codorna-mineira,BR,NA
bir_24,Nothura maculosa,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Nothura,maculosa,"(Temminck, 1815)",codorna-amarela,BR,NA
bir_25,Taoniscus nanus,Tetrapoda,Aves,Tinamiformes,Tinamidae,NA,Taoniscus,nanus,"(Temminck, 1815)",codorna-carapé,BR,NA
bir_26,Anhima cornuta,Tetrapoda,Aves,Anseriformes,Anhimidae,NA,Anhima,cornuta,"(Linnaeus, 1766)",anhuma,BR,NA
bir_27,Chauna torquata,Tetrapoda,Aves,Anseriformes,Anhimidae,NA,Chauna,torquata,"(Oken, 1816)",tachã,BR,NA
bir_28,Dendrocygna bicolor,Tetrapoda,Aves,Anseriformes,Anatidae,Dendrocygninae,Dendrocygna,bicolor,"(Vieillot, 1816)",marreca-caneleira,"BR, VI (W)",NA
bir_29,Dendrocygna viduata,Tetrapoda,Aves,Anseriformes,Anatidae,Dendrocygninae,Dendrocygna,viduata,"(Linnaeus, 1766)",irerê,BR,NA
bir_30,Dendrocygna autumnalis,Tetrapoda,Aves,Anseriformes,Anatidae,Dendrocygninae,Dendrocygna,autumnalis,"(Linnaeus, 1758)",marreca-cabocla,BR,NA
bir_31,Cygnus melancoryphus,Tetrapoda,Aves,Anseriformes,Anatidae,Anserinae,Cygnus,melancoryphus,"(Molina, 1782)",cisne-de-pescoço-preto,BR,NA
bir_32,Coscoroba coscoroba,Tetrapoda,Aves,Anseriformes,Anatidae,Anserinae,Coscoroba,coscoroba,"(Molina, 1782)",capororoca,BR,NA
bir_33,Neochen jubata,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Neochen,jubata,"(Spix, 1825)",pato-corredor,BR,NA
bir_34,Chloephaga picta,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Chloephaga,picta,"(Gmelin, 1789)",ganso-de-magalhães,VA (S),NA
bir_35,Cairina moschata,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Cairina,moschata,"(Linnaeus, 1758)",pato-do-mato,BR,NA
bir_36,Sarkidiornis sylvicola,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Sarkidiornis,sylvicola,"Ihering & Ihering, 1907",pato-de-crista,BR,NA
bir_37,Callonetta leucophrys,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Callonetta,leucophrys,"(Vieillot, 1816)",marreca-de-coleira,BR,NA
bir_38,Amazonetta brasiliensis,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Amazonetta,brasiliensis,"(Gmelin, 1789)",marreca-ananaí,BR,NA
bir_39,Spatula versicolor,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Spatula,versicolor,"(Vieillot, 1816)",marreca-cricri,"BR, VI (W)",NA
bir_40,Spatula platalea,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Spatula,platalea,"(Vieillot, 1816)",marreca-colhereira,"VI (S), BR",NA
bir_41,Spatula discors,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Spatula,discors,"(Linnaeus, 1766)",marreca-de-asa-azul,VI (N),NA
bir_42,Spatula cyanoptera,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Spatula,cyanoptera,"(Vieillot, 1816)",marreca-colorada,VA (S),NA
bir_43,Mareca sibilatrix,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Mareca,sibilatrix,"(Poeppig, 1829)",marreca-oveira,VI (S),NA
bir_44,Anas bahamensis,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Anas,bahamensis,"Linnaeus, 1758",marreca-toicinho,BR,NA
bir_45,Anas acuta,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Anas,acuta,"Linnaeus, 1758",arrabio,"VA (N?, E?)",NA
bir_46,Anas georgica,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Anas,georgica,"Gmelin, 1789",marreca-parda,"BR, VI (W)",NA
bir_47,Anas flavirostris,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Anas,flavirostris,"Vieillot, 1816",marreca-pardinha,BR,NA
bir_48,Netta erythrophthalma,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Netta,erythrophthalma,"(Wied, 1833)",paturi-preta,BR,NA
bir_49,Netta peposaca,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Netta,peposaca,"(Vieillot, 1816)",marrecão,"VI (W), BR",NA
bir_50,Mergus octosetaceus,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Mergus,octosetaceus,"Vieillot, 1817",pato-mergulhão,BR,NA
bir_51,Heteronetta atricapilla,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Heteronetta,atricapilla,"(Merrem, 1841)",marreca-de-cabeça-preta,"BR, VI# (W)",NA
bir_52,Nomonyx dominicus,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Nomonyx,dominicus,"(Linnaeus, 1766)",marreca-caucau,BR,NA
bir_53,Oxyura vittata,Tetrapoda,Aves,Anseriformes,Anatidae,Anatinae,Oxyura,vittata,"(Philippi, 1860)",marreca-rabo-de-espinho,VI# (S),NA
bir_54,Penelope marail,Tetrapoda,Aves,Galliformes,Cracidae,NA,Penelope,marail,"(Statius Muller, 1776)",jacumirim,BR,NA
bir_55,Penelope superciliaris,Tetrapoda,Aves,Galliformes,Cracidae,NA,Penelope,superciliaris,"Temminck, 1815",jacupemba,BR,NA
bir_56,Penelope jacquacu,Tetrapoda,Aves,Galliformes,Cracidae,NA,Penelope,jacquacu,"Spix, 1825",jacu-de-spix,BR,NA
bir_57,Penelope obscura,Tetrapoda,Aves,Galliformes,Cracidae,NA,Penelope,obscura,"Temminck, 1815",jacuguaçu,BR,NA
bir_58,Penelope pileata,Tetrapoda,Aves,Galliformes,Cracidae,NA,Penelope,pileata,"Wagler, 1830",jacupiranga,"BR, En",NA
bir_59,Penelope ochrogaster,Tetrapoda,Aves,Galliformes,Cracidae,NA,Penelope,ochrogaster,"Pelzeln, 1870",jacu-de-barriga-castanha,"BR, En",NA
bir_60,Penelope jacucaca,Tetrapoda,Aves,Galliformes,Cracidae,NA,Penelope,jacucaca,"Spix, 1825",jacucaca,"BR, En",NA
bir_61,Aburria cumanensis,Tetrapoda,Aves,Galliformes,Cracidae,NA,Aburria,cumanensis,"(Jacquin, 1784)",jacutinga-de-garganta-azul,BR,NA
bir_62,Aburria cujubi,Tetrapoda,Aves,Galliformes,Cracidae,NA,Aburria,cujubi,"(Pelzeln, 1858)",cujubi,BR,NA
bir_63,Aburria jacutinga,Tetrapoda,Aves,Galliformes,Cracidae,NA,Aburria,jacutinga,"(Spix, 1825)",jacutinga,BR,NA
bir_64,Ortalis canicollis,Tetrapoda,Aves,Galliformes,Cracidae,NA,Ortalis,canicollis,"(Wagler, 1830)",aracuã-do-pantanal,BR,NA
bir_65,Ortalis guttata,Tetrapoda,Aves,Galliformes,Cracidae,NA,Ortalis,guttata,"(Spix, 1825)",aracuã-pintado,BR,NA
bir_66,Ortalis remota,Tetrapoda,Aves,Galliformes,Cracidae,NA,Ortalis,remota,"Pinto, 1960",aracuã-guarda-faca,"BR, En",NA
bir_67,Ortalis araucuan,Tetrapoda,Aves,Galliformes,Cracidae,NA,Ortalis,araucuan,"(Spix, 1825)",aracuã-de-barriga-branca,"BR, En",NA
bir_68,Ortalis squamata,Tetrapoda,Aves,Galliformes,Cracidae,NA,Ortalis,squamata,"(Lesson, 1829)",aracuã-escamoso,"BR, En",NA
bir_69,Ortalis motmot,Tetrapoda,Aves,Galliformes,Cracidae,NA,Ortalis,motmot,"(Linnaeus, 1766)",aracuã-pequeno,BR,NA
bir_70,Ortalis ruficeps,Tetrapoda,Aves,Galliformes,Cracidae,NA,Ortalis,ruficeps,"(Wagler, 1830)",aracuãzinho,BR,NA
bir_71,Ortalis superciliaris,Tetrapoda,Aves,Galliformes,Cracidae,NA,Ortalis,superciliaris,"(Gray, 1867)",aracuã-de-sobrancelhas,"BR, En",NA
bir_72,Nothocrax urumutum,Tetrapoda,Aves,Galliformes,Cracidae,NA,Nothocrax,urumutum,"(Spix, 1825)",urumutum,BR,NA
bir_73,Crax alector,Tetrapoda,Aves,Galliformes,Cracidae,NA,Crax,alector,"Linnaeus, 1766",mutum-poranga,BR,NA
bir_74,Crax globulosa,Tetrapoda,Aves,Galliformes,Cracidae,NA,Crax,globulosa,"Spix, 1825",mutum-de-fava,BR,NA
bir_75,Crax fasciolata,Tetrapoda,Aves,Galliformes,Cracidae,NA,Crax,fasciolata,"Spix, 1825",mutum-de-penacho,BR,NA
bir_76,Crax blumenbachii,Tetrapoda,Aves,Galliformes,Cracidae,NA,Crax,blumenbachii,"Spix, 1825",mutum-de-bico-vermelho,"BR, En",NA
bir_77,Pauxi tomentosa,Tetrapoda,Aves,Galliformes,Cracidae,NA,Pauxi,tomentosa,"(Spix, 1825)",mutum-do-norte,BR,NA
bir_78,Pauxi tuberosa,Tetrapoda,Aves,Galliformes,Cracidae,NA,Pauxi,tuberosa,"(Spix, 1825)",mutum-cavalo,BR,NA
bir_79,Pauxi mitu,Tetrapoda,Aves,Galliformes,Cracidae,NA,Pauxi,mitu,"(Linnaeus, 1766)",mutum-do-nordeste,"BR, En",NA
bir_80,Colinus cristatus,Tetrapoda,Aves,Galliformes,Odontophoridae,NA,Colinus,cristatus,"(Linnaeus, 1766)",uru-do-campo,BR,NA
bir_81,Odontophorus gujanensis,Tetrapoda,Aves,Galliformes,Odontophoridae,NA,Odontophorus,gujanensis,"(Gmelin, 1789)",uru-corcovado,BR,NA
bir_82,Odontophorus capueira,Tetrapoda,Aves,Galliformes,Odontophoridae,NA,Odontophorus,capueira,"(Spix, 1825)",uru,BR,NA
bir_83,Odontophorus stellatus,Tetrapoda,Aves,Galliformes,Odontophoridae,NA,Odontophorus,stellatus,"(Gould, 1843)",uru-de-topete,BR,NA
bir_84,Phoenicopterus chilensis,Tetrapoda,Aves,Phoenicopteriformes,Phoenicopteridae,NA,Phoenicopterus,chilensis,"Molina, 1782",flamingo-chileno,VI (W),NA
bir_85,Phoenicopterus ruber,Tetrapoda,Aves,Phoenicopteriformes,Phoenicopteridae,NA,Phoenicopterus,ruber,"Linnaeus, 1758",flamingo,"VI# (N), BR?",NA
bir_86,Phoenicoparrus andinus,Tetrapoda,Aves,Phoenicopteriformes,Phoenicopteridae,NA,Phoenicoparrus,andinus,"(Philippi, 1854)",flamingo-dos-andes,VA (W),NA
bir_87,Phoenicoparrus jamesi,Tetrapoda,Aves,Phoenicopteriformes,Phoenicopteridae,NA,Phoenicoparrus,jamesi,"(Sclater, 1886)",flamingo-da-puna,VA (W),NA
bir_88,Rollandia rolland,Tetrapoda,Aves,Podicipediformes,Podicipedidae,NA,Rollandia,rolland,"(Quoy & Gaimard, 1824)",mergulhão-de-orelha-branca,BR,NA
bir_89,Tachybaptus dominicus,Tetrapoda,Aves,Podicipediformes,Podicipedidae,NA,Tachybaptus,dominicus,"(Linnaeus, 1766)",mergulhão-pequeno,BR,NA
bir_90,Podilymbus podiceps,Tetrapoda,Aves,Podicipediformes,Podicipedidae,NA,Podilymbus,podiceps,"(Linnaeus, 1758)",mergulhão-caçador,BR,NA
bir_91,Podicephorus major,Tetrapoda,Aves,Podicipediformes,Podicipedidae,NA,Podicephorus,major,"(Boddaert, 1783)",mergulhão-grande,BR,NA
bir_92,Podiceps occipitalis,Tetrapoda,Aves,Podicipediformes,Podicipedidae,NA,Podiceps,occipitalis,"Garnot, 1826",mergulhão-de-orelha-amarela,VA (S),NA
bir_93,Columba livia,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Columba,livia,"Gmelin, 1789",pombo-doméstico,"BR, In",NA
bir_94,Patagioenas speciosa,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Patagioenas,speciosa,"(Gmelin, 1789)",pomba-trocal,BR,NA
bir_95,Patagioenas picazuro,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Patagioenas,picazuro,"(Temminck, 1813)",pomba-asa-branca,BR,NA
bir_96,Patagioenas maculosa,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Patagioenas,maculosa,"(Temminck, 1813)",pomba-do-orvalho,BR,NA
bir_97,Patagioenas fasciata,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Patagioenas,fasciata,"(Say, 1823)",pomba-de-coleira,BR#,NA
bir_98,Patagioenas cayennensis,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Patagioenas,cayennensis,"(Bonnaterre, 1792)",pomba-galega,BR,NA
bir_99,Patagioenas plumbea,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Patagioenas,plumbea,"(Vieillot, 1818)",pomba-amargosa,BR,NA
bir_100,Patagioenas subvinacea,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Patagioenas,subvinacea,"(Lawrence, 1868)",pomba-botafogo,BR,NA
bir_101,Geotrygon saphirina,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Geotrygon,saphirina,"Bonaparte, 1855",juriti-safira,BR#,NA
bir_102,Geotrygon montana,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Geotrygon,montana,"(Linnaeus, 1758)",pariri,BR,NA
bir_103,Geotrygon violacea,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Geotrygon,violacea,"(Temminck, 1809)",juriti-vermelha,BR,NA
bir_104,Leptotila verreauxi,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Leptotila,verreauxi,"Bonaparte, 1855",juriti-pupu,BR,NA
bir_105,Leptotila rufaxilla,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Leptotila,rufaxilla,"(Richard & Bernard, 1792)",juriti-de-testa-branca,BR,NA
bir_106,Zenaida auriculata,Tetrapoda,Aves,Columbiformes,Columbidae,Columbinae,Zenaida,auriculata,"(Des Murs, 1847)",avoante,BR,NA
bir_107,Claravis pretiosa,Tetrapoda,Aves,Columbiformes,Columbidae,Claravinae,Claravis,pretiosa,"(Ferrari-Perez, 1886)",pararu-azul,BR,NA
bir_108,Uropelia campestris,Tetrapoda,Aves,Columbiformes,Columbidae,Claravinae,Uropelia,campestris,"(Spix, 1825)",rolinha-vaqueira,BR,NA
bir_109,Paraclaravis geoffroyi,Tetrapoda,Aves,Columbiformes,Columbidae,Claravinae,Paraclaravis,geoffroyi,"(Temminck, 1811)",pararu-espelho,BR,NA
bir_110,Columbina passerina,Tetrapoda,Aves,Columbiformes,Columbidae,Claravinae,Columbina,passerina,"(Linnaeus, 1758)",rolinha-cinzenta,BR,NA
bir_111,Columbina minuta,Tetrapoda,Aves,Columbiformes,Columbidae,Claravinae,Columbina,minuta,"(Linnaeus, 1766)",rolinha-de-asa-canela,BR,NA
bir_112,Columbina talpacoti,Tetrapoda,Aves,Columbiformes,Columbidae,Claravinae,Columbina,talpacoti,"(Temminck, 1811)",rolinha-roxa,BR,NA
bir_113,Columbina squammata,Tetrapoda,Aves,Columbiformes,Columbidae,Claravinae,Columbina,squammata,"(Lesson, 1831)",rolinha-fogo-apagou,BR,NA
bir_114,Columbina picui,Tetrapoda,Aves,Columbiformes,Columbidae,Claravinae,Columbina,picui,"(Temminck, 1813)",rolinha-picuí,BR,NA
bir_115,Columbina cyanopis,Tetrapoda,Aves,Columbiformes,Columbidae,Claravinae,Columbina,cyanopis,"(Pelzeln, 1870)",rolinha-do-planalto,"BR, En",NA
bir_116,Guira guira,Tetrapoda,Aves,Cuculiformes,Cuculidae,Crotophaginae,Guira,guira,"(Gmelin, 1788)",anu-branco,BR,NA
bir_117,Crotophaga major,Tetrapoda,Aves,Cuculiformes,Cuculidae,Crotophaginae,Crotophaga,major,"Gmelin, 1788",anu-coroca,BR,NA
bir_118,Crotophaga ani,Tetrapoda,Aves,Cuculiformes,Cuculidae,Crotophaginae,Crotophaga,ani,"Linnaeus, 1758",anu-preto,BR,NA
bir_119,Tapera naevia,Tetrapoda,Aves,Cuculiformes,Cuculidae,Taperinae,Tapera,naevia,"(Linnaeus, 1766)",saci,BR,NA
bir_120,Dromococcyx phasianellus,Tetrapoda,Aves,Cuculiformes,Cuculidae,Taperinae,Dromococcyx,phasianellus,"(Spix, 1824)",peixe-frito,BR,NA
bir_121,Dromococcyx pavoninus,Tetrapoda,Aves,Cuculiformes,Cuculidae,Taperinae,Dromococcyx,pavoninus,"Pelzeln, 1870",peixe-frito-pavonino,BR,NA
bir_122,Neomorphus geoffroyi,Tetrapoda,Aves,Cuculiformes,Cuculidae,Neomorphinae,Neomorphus,geoffroyi,"(Temminck, 1820)",jacu-estalo,BR,NA
bir_123,Neomorphus squamiger,Tetrapoda,Aves,Cuculiformes,Cuculidae,Neomorphinae,Neomorphus,squamiger,"Todd, 1925",jacu-estalo-escamoso,"BR, En",NA
bir_124,Neomorphus rufipennis,Tetrapoda,Aves,Cuculiformes,Cuculidae,Neomorphinae,Neomorphus,rufipennis,"(Gray, 1849)",jacu-estalo-de-asa-vermelha,BR,NA
bir_125,Neomorphus pucheranii,Tetrapoda,Aves,Cuculiformes,Cuculidae,Neomorphinae,Neomorphus,pucheranii,"(Deville, 1851)",jacu-estalo-de-bico-vermelho,BR,NA
bir_126,Coccycua minuta,Tetrapoda,Aves,Cuculiformes,Cuculidae,Cuculinae,Coccycua,minuta,"(Vieillot, 1817)",chincoã-pequeno,BR,NA
bir_127,Micrococcyx cinereus,Tetrapoda,Aves,Cuculiformes,Cuculidae,Cuculinae,Micrococcyx,cinereus,"(Vieillot, 1817)",papa-lagarta-cinzento,BR,NA
bir_128,Piaya cayana,Tetrapoda,Aves,Cuculiformes,Cuculidae,Cuculinae,Piaya,cayana,"(Linnaeus, 1766)",alma-de-gato,BR,NA
bir_129,Piaya melanogaster,Tetrapoda,Aves,Cuculiformes,Cuculidae,Cuculinae,Piaya,melanogaster,"(Vieillot, 1817)",chincoã-de-bico-vermelho,BR,NA
bir_130,Coccyzus melacoryphus,Tetrapoda,Aves,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,melacoryphus,"Vieillot, 1817",papa-lagarta-acanelado,BR,NA
bir_131,Coccyzus americanus,Tetrapoda,Aves,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,americanus,"(Linnaeus, 1758)",papa-lagarta-de-asa-vermelha,VI (N),NA
bir_132,Coccyzus euleri,Tetrapoda,Aves,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,euleri,"Cabanis, 1873",papa-lagarta-de-euler,BR,NA
bir_133,Coccyzus minor,Tetrapoda,Aves,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,minor,"(Gmelin, 1788)",papa-lagarta-do-mangue,BR,NA
bir_134,Coccyzus erythropthalmus,Tetrapoda,Aves,Cuculiformes,Cuculidae,Cuculinae,Coccyzus,erythropthalmus,"(Wilson, 1811)",papa-lagarta-de-bico-preto,VA# (N),NA
bir_135,Cuculus canorus,Tetrapoda,Aves,Cuculiformes,Cuculidae,Cuculinae,Cuculus,canorus,"Linnaeus, 1758",cuco-canoro,VA (E),NA
bir_136,Steatornis caripensis,Tetrapoda,Aves,Steatornithiformes,Steatornithidae,NA,Steatornis,caripensis,"Humboldt, 1817",guácharo,BR,NA
bir_137,Phyllaemulor bracteatus,Tetrapoda,Aves,Nyctibiiformes,Nyctibiidae,NA,Phyllaemulor,bracteatus,"(Gould, 1846)",urutau-ferrugem,BR,NA
bir_138,Nyctibius grandis,Tetrapoda,Aves,Nyctibiiformes,Nyctibiidae,NA,Nyctibius,grandis,"(Gmelin, 1789)",urutau-grande,BR,NA
bir_139,Nyctibius aethereus,Tetrapoda,Aves,Nyctibiiformes,Nyctibiidae,NA,Nyctibius,aethereus,"(Wied, 1820)",urutau-pardo,BR,NA
bir_140,Nyctibius griseus,Tetrapoda,Aves,Nyctibiiformes,Nyctibiidae,NA,Nyctibius,griseus,"(Gmelin, 1789)",urutau,BR,NA
bir_141,Nyctibius leucopterus,Tetrapoda,Aves,Nyctibiiformes,Nyctibiidae,NA,Nyctibius,leucopterus,"(Wied, 1821)",urutau-de-asa-branca,BR,NA
bir_142,Nyctiphrynus ocellatus,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Nyctiphrynus,ocellatus,"(Tschudi, 1844)",bacurau-ocelado,BR,NA
bir_143,Antrostomus rufus,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Antrostomus,rufus,"(Boddaert, 1783)",joão-corta-pau,BR,NA
bir_144,Antrostomus sericocaudatus,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Antrostomus,sericocaudatus,"Cassin, 1849",bacurau-rabo-de-seda,BR,NA
bir_145,Lurocalis semitorquatus,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Lurocalis,semitorquatus,"(Gmelin, 1789)",tuju,BR,NA
bir_146,Nyctiprogne leucopyga,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Nyctiprogne,leucopyga,"(Spix, 1825)",bacurau-de-cauda-barrada,BR,NA
bir_147,Nyctiprogne vielliardi,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Nyctiprogne,vielliardi,"(Lencioni-Neto, 1994)",bacurau-do-são-francisco,"BR, En",NA
bir_148,Nyctidromus nigrescens,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Nyctidromus,nigrescens,"(Cabanis, 1849)",bacurau-de-lajeado,BR,NA
bir_149,Nyctidromus albicollis,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Nyctidromus,albicollis,"(Gmelin, 1789)",bacurau,BR,NA
bir_150,Nyctidromus hirundinaceus,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Nyctidromus,hirundinaceus,"(Spix, 1825)",bacurauzinho-da-caatinga,"BR, En",NA
bir_151,Hydropsalis heterura,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,heterura,"(Todd, 1915)",bacurau-chintã-do-norte,BR,NA
bir_152,Hydropsalis parvula,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,parvula,"(Gould, 1837)",bacurau-chintã,BR,NA
bir_153,Hydropsalis whitelyi,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,whitelyi,"(Salvin, 1885)",bacurau-dos-tepuis,BR#,NA
bir_154,Hydropsalis anomala,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,anomala,"(Gould, 1838)",curiango-do-banhado,BR,NA
bir_155,Hydropsalis candicans,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,candicans,"(Pelzeln, 1867)",bacurau-de-rabo-branco,BR,NA
bir_156,Hydropsalis roraimae,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,roraimae,"(Chapman, 1929)",bacurau-de-roraima,BR#,NA
bir_157,Hydropsalis longirostris,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,longirostris,"(Bonaparte, 1825)",bacurau-da-telha,BR,NA
bir_158,Hydropsalis maculicaudus,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,maculicaudus,"(Lawrence, 1862)",bacurau-de-rabo-maculado,BR,NA
bir_159,Hydropsalis cayennensis,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,cayennensis,"(Gmelin, 1789)",bacurau-de-cauda-branca,BR,NA
bir_160,Hydropsalis climacocerca,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,climacocerca,"(Tschudi, 1844)",acurana,BR,NA
bir_161,Hydropsalis torquata,Tetrapoda,Aves,Caprimulgiformes,Caprimulgidae,NA,Hydropsalis,torquata,"(Gmelin, 1789)",bacurau-tesoura,BR,NA
